id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
379540,"To verify churches that have been canonically repressed , please see the list of closed churches in the Roman Catholic Archdiocese of New York .","To review churches that have been canonically suppressed , please see the List of closed churches in the Roman Catholic Archdiocese of New York .",1,verify church canonically repressed please see list closed church roman catholic archdiocese new york,review church canonically suppressed please see list closed church roman catholic archdiocese new york
290657,"They are also situated in Sargodha , Multan , Duniapur , Faisalabad and Bahawalpur .","They are also settled in Sargodha , Multan , Duniapur , Faisalabad and Bahawalpur .",1,also situated sargodha multan duniapur faisalabad bahawalpur,also settled sargodha multan duniapur faisalabad bahawalpur
114725,Chalmers has transcribed and preserved the article in his `` Biographical Dictionary .,"Chalmers , in his `` Biographical Dictionary `` , preserved the article and transcribed it .",0,chalmers transcribed preserved article biographical dictionary,chalmers biographical dictionary preserved article transcribed
235948,"Rudnik is a village in the administrative district of Gmina Wólka , within Poland , in eastern Lublin County , Lublin Voivodeship .","Rudnik is a village in the district of Gmina Wólka , within Poland , in eastern Lublin County , Lublin Voivodeship .",1,rudnik village administrative district gmina wlka within poland eastern lublin county lublin voivodeship,rudnik village district gmina wlka within poland eastern lublin county lublin voivodeship
373066,The Moanda district lies south of the city of Third Zone .,The district of the Third Zone lies south of the city of Moanda .,0,moanda district lie south city third zone,district third zone lie south city moanda
638652,Koppamurra is a locality located within the Naracoorte Lucindale Council in the Limestone Coast region of South Australia .,Koppamurra is a locality within the Naracoorte Lucindale Council in the region Limestone Coast in South Australia .,1,koppamurra locality located within naracoorte lucindale council limestone coast region south australia,koppamurra locality within naracoorte lucindale council region limestone coast south australia
528991,The music was released in Yash Raj Studio and mastered in London . The music is mixed by Saregama . Following is the list of the tracks .,"The music was published in the Yash Raj studio and mastered in London , the music is mixed by Saregama , the list of tracks .",1,music released yash raj studio mastered london music mixed saregama following list track,music published yash raj studio mastered london music mixed saregama list track
432503,"Hark is a 1985 album by clarinetist Oscar Peterson , featuring the pianist Buddy DeFranco .",Hark is a 1985 album by the clarinetist Buddy DeFranco with pianist Oscar Peterson .,0,hark 1985 album clarinetist oscar peterson featuring pianist buddy defranco,hark 1985 album clarinetist buddy defranco pianist oscar peterson
410105,The station could now be easily heard in West Palm Beach and even picked up in Fort Lauderdale .,The station could now easily be heard in Fort Lauderdale and even picked up in West Palm Beach .,0,station could easily heard west palm beach even picked fort lauderdale,station could easily heard fort lauderdale even picked west palm beach
151986,"With the success of the indoor track program , a co-op was established with Gloucester to offer outdoor track to Manchester Essex students in the 2011-2012 season .","With the success of the indoor track program , a collaboration with Gloucester was founded to offer Manchester Essex students outdoor track in the 2011-2012 season .",1,success indoor track program coop established gloucester offer outdoor track manchester essex student 20112012 season,success indoor track program collaboration gloucester founded offer manchester essex student outdoor track 20112012 season
599872,The Provo on BYU 's Harris Fine Arts Center campus is named after him .,The provo on the campus of the BYU 's Harris Fine Arts Center is named after him .,1,provo byu harris fine art center campus named,provo campus byu harris fine art center named
448302,"In 1500 , Jorge married Beatriz de Vilhena , daughter of Álvaro of Braganza , brother of the Ferdinand II , Duke of Braganza .","In 1500 Ferdinand II married Beatriz de Vilhena , the daughter of Álvaro of Braganza , brother of the duke of Braganza Jorge .",0,1500 jorge married beatriz de vilhena daughter lvaro braganza brother ferdinand ii duke braganza,1500 ferdinand ii married beatriz de vilhena daughter lvaro braganza brother duke braganza jorge
95863,It can be described in parametric coordinates through the following Cartesian equations :,It can be described by the following Cartesian equations in parametric coordinates :,1,described parametric coordinate following cartesian equation,described following cartesian equation parametric coordinate
148101,"Trees will bloom between March and June , forming small red or brown flowers that are fluffy .",Trees will bloom between March and June forming small red or brown flowers that are fluffy in size .,1,tree bloom march june forming small red brown flower fluffy,tree bloom march june forming small red brown flower fluffy size
50544,"Members of ASI , NASA , Northrop , CICAP were multiple guests .","Members of ASI , CICAP , Northrop , NASA were guests multiple times .",0,member asi nasa northrop cicap multiple guest,member asi cicap northrop nasa guest multiple time
496450,It had a crew of two and was equipped with a short 37 mm main armament and a 7.5 mm coaxial machine gun .,It had a crew of two persons and was equipped with a short main reinforcement of 37 mm and a coaxial 7.5 mm machine gun .,0,crew two equipped short 37 mm main armament 75 mm coaxial machine gun,crew two person equipped short main reinforcement 37 mm coaxial 75 mm machine gun
206268,Bulo Gadud is a town in the southwestern Gedo region of Somalia .,"Bulo Gadud is a city in the southwestern region of Gedo , Somalia .",1,bulo gadud town southwestern gedo region somalia,bulo gadud city southwestern region gedo somalia
